DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Date,Adjusted
7/13/2011,TOTL,Total Kenya,12.65,18,23,23,23,22.75,0.25,1.09%,"37,500",-,,
7/14/2011,TOTL,Total Kenya,12.65,18,22.75,23.25,22.75,23,-0.25,1.10%,"6,800",-,,
7/15/2011,TOTL,Total Kenya,12.65,18,22.75,23,22.75,22.75,-,-,"1,900",-,,
7/18/2011,TOTL,Total Kenya,12.65,18,23,23,23,22.75,0.25,1.09%,"6,700",-,,
7/19/2011,TOTL,Total Kenya,12.65,18,23,24,23.5,23,0.5,2.13%,"9,500",-,,
7/20/2011,TOTL,Total Kenya,12.65,18,23,25,24.25,23.5,0.75,3.09%,"3,200",-,,
7/21/2011,TOTL,Total Kenya,12.65,18,24,25,24.5,24.25,0.25,1.02%,"1,600",-,,
7/22/2011,TOTL,Total Kenya,12.65,18,23,25,23.5,24.5,-1,4.26%,"5,200",-,,
7/25/2011,TOTL,Total Kenya,12.65,18,23.5,23.5,23.5,23.5,-,-,"2,000",-,,
7/26/2011,TOTL,Total Kenya,12.65,18,24.75,24.75,24.75,23.5,1.25,5.05%,"3,100",-,,
7/27/2011,TOTL,Total Kenya,12.65,18,23,24.75,24.5,24.75,-0.25,1.02%,"10,800",-,,
7/28/2011,TOTL,Total Kenya,12.65,18,23,24.75,23,24.5,-1.5,6.52%,"8,300",-,,
7/29/2011,TOTL,Total Kenya,12.65,18,23,24.5,23.75,23,0.75,3.16%,"2,700",-,,
8/1/2011,TOTL,Total Kenya,12.65,18,23.25,24.5,23.25,23.75,-0.5,2.15%,"11,000",-,,
8/2/2011,TOTL,Total Kenya,12.65,18,23,23.25,23,23.25,-0.25,1.09%,"7,400",-,,
8/3/2011,TOTL,Total Kenya,12.65,18,24,24,24,23,1,4.17%,"4,000",-,,
8/4/2011,TOTL,Total Kenya,12.65,18,23.25,23.75,23.25,24,-0.75,3.23%,"27,200",-,,
8/5/2011,TOTL,Total Kenya,12.65,18,23,23.5,23,23.25,-0.25,1.09%,"44,200",-,,
8/8/2011,TOTL,Total Kenya,12.65,18,21.75,23,22,23,-1,4.55%,"39,400",-,,
8/9/2011,TOTL,Total Kenya,12.65,18,21.5,22,21.5,22,-0.5,2.33%,"15,400",-,,
8/10/2011,TOTL,Total Kenya,12.65,18,20,21,20.25,21.5,-1.25,6.17%,"5,500",-,,
8/11/2011,TOTL,Total Kenya,12.65,18,20.25,20.25,20.25,20.25,-,-,"10,400",-,,
8/12/2011,TOTL,Total Kenya,12.65,18,20.25,21,20.75,20.25,0.5,2.41%,"4,300",-,,
8/15/2011,TOTL,Total Kenya,12.65,18,20.5,20.75,20.5,20.75,-0.25,1.22%,"3,700",-,,
8/16/2011,TOTL,Total Kenya,12.65,18,20.75,22,21,20.5,0.5,2.38%,"5,500",-,,
8/17/2011,TOTL,Total Kenya,12.65,18,21,22,21,21,-,-,"2,700",-,,
8/18/2011,TOTL,Total Kenya,12.65,18,21.75,22,21.75,21,0.75,3.45%,"4,000",-,,
8/19/2011,TOTL,Total Kenya,12.65,18,21.75,22,21.75,21.75,-,-,"5,700",-,,
8/22/2011,TOTL,Total Kenya,12.65,18,22,22,22,21.75,0.25,1.14%,500,-,,
8/23/2011,TOTL,Total Kenya,12.65,18,21.75,23,21.75,22,-0.25,1.15%,"12,000",-,,
8/24/2011,TOTL,Total Kenya,12.65,18,22,23,22,21.75,0.25,1.14%,"11,900",-,,
8/25/2011,TOTL,Total Kenya,12.65,18,21.5,22,21.5,22,-0.5,2.33%,"10,200",-,,
8/26/2011,TOTL,Total Kenya,12.65,18,21.5,21.5,21.5,21.5,-,-,300,-,,
8/29/2011,TOTL,Total Kenya,12.65,18,20,21,20.25,21.5,-1.25,6.17%,"5,700",-,,
8/30/2011,TOTL,Total Kenya,12.65,18,20,20,20,20.25,-0.25,1.25%,"2,600",-,,
9/1/2011,TOTL,Total Kenya,12.65,18,19.05,20,19.65,20,-0.35,1.78%,"20,700",-,,
9/2/2011,TOTL,Total Kenya,12.65,18,19,20,19.9,19.65,0.25,1.26%,"1,100",-,,
9/5/2011,TOTL,Total Kenya,12.65,18,19.6,20,19.85,19.9,-0.05,0.25%,300,-,,
9/6/2011,TOTL,Total Kenya,12.65,18,19.7,19.95,19.8,19.85,-0.05,0.25%,"17,900",-,,
9/7/2011,TOTL,Total Kenya,12.65,18,19.8,19.8,19.8,19.8,-,-,"4,000",-,,
9/8/2011,TOTL,Total Kenya,12.65,18,19.85,19.95,19.9,19.8,0.1,0.50%,"1,600",-,,
9/9/2011,TOTL,Total Kenya,12.65,18,19.85,19.95,19.9,19.9,-,-,"1,100",-,,
9/12/2011,TOTL,Total Kenya,12.65,18,19.8,20,19.8,19.9,-0.1,0.51%,"16,500",-,,
9/13/2011,TOTL,Total Kenya,12.65,18,19.95,20,19.95,19.8,0.15,0.75%,"3,600",-,,
9/14/2011,TOTL,Total Kenya,12.65,18,19.9,19.95,19.9,19.95,-0.05,0.25%,"8,400",-,,
9/15/2011,TOTL,Total Kenya,12.65,18,19.85,19.95,19.9,19.9,-,-,"12,100",-,,
9/16/2011,TOTL,Total Kenya,12.65,18,19.5,19.95,19.55,19.9,-0.35,1.79%,"25,400",-,,
9/19/2011,TOTL,Total Kenya,12.65,18,19.2,19.95,19.85,19.55,0.3,1.51%,"4,200",-,,
9/20/2011,TOTL,Total Kenya,12.65,18,19,19.9,19,19.85,-0.85,4.47%,"7,100",-,,
9/21/2011,TOTL,Total Kenya,12.65,18,19,19.85,19.05,19,0.05,0.26%,"3,300",-,,
9/22/2011,TOTL,Total Kenya,12.65,18,19,19.05,19,19.05,-0.05,0.26%,"11,600",-,,
9/23/2011,TOTL,Total Kenya,12.65,18,19.1,19.1,19.1,19,0.1,0.52%,100,-,,
9/26/2011,TOTL,Total Kenya,12.65,18,18.75,19.45,18.85,19.1,-0.25,1.33%,"5,400",-,,
9/27/2011,TOTL,Total Kenya,12.65,18,18,18.5,18.15,18.85,-0.7,3.86%,"6,100",-,,
9/28/2011,TOTL,Total Kenya,12.65,18,18.45,18.45,18.45,18.15,0.3,1.63%,"14,900",-,,
9/29/2011,TOTL,Total Kenya,12.65,18,17,18.45,17.4,18.45,-1.05,6.03%,"7,300",-,,
9/30/2011,TOTL,Total Kenya,12.65,18,17,18,17.35,17.4,-0.05,0.29%,"5,200",-,,
10/3/2011,TOTL,Total Kenya,12.65,18,17.35,17.35,17.35,17.35,-,-,0,-,,
10/4/2011,TOTL,Total Kenya,12.65,18,16,17.9,16.75,17.35,-0.6,3.58%,"18,600",-,,
10/5/2011,TOTL,Total Kenya,12.65,18,16,16.5,16.35,16.75,-0.4,2.45%,"6,600",-,,
10/6/2011,TOTL,Total Kenya,12.65,18,16,16.3,16,16.35,-0.35,2.19%,"7,300",-,,
10/7/2011,TOTL,Total Kenya,12.65,18,16,16.75,16.15,16,0.15,0.93%,"2,800",-,,
10/10/2011,TOTL,Total Kenya,12.65,18,16,16.8,16.5,16.15,0.35,2.12%,"18,200",-,,
10/11/2011,TOTL,Total Kenya,12.65,18,16,16.3,16.05,16.5,-0.45,2.80%,"9,800",-,,
10/12/2011,TOTL,Total Kenya,12.65,18,16,16.8,16.2,16.05,0.15,0.93%,"6,700",-,,
10/13/2011,TOTL,Total Kenya,12.65,18,16.4,16.5,16.4,16.2,0.2,1.22%,600,-,,
10/14/2011,TOTL,Total Kenya,12.65,18,16.2,16.4,16.35,16.4,-0.05,0.31%,"7,400",-,,
10/17/2011,TOTL,Total Kenya,12.65,18,16.35,16.4,16.35,16.35,-,-,"2,100",-,,
10/18/2011,TOTL,Total Kenya,12.65,18,16.2,16.35,16.2,16.35,-0.15,0.93%,"2,400",-,,
10/19/2011,TOTL,Total Kenya,12.65,18,16.05,16.2,16.1,16.2,-0.1,0.62%,"2,400",-,,
10/21/2011,TOTL,Total Kenya,12.65,18,16.15,16.4,16.35,16.1,0.25,1.53%,"16,100",-,,
10/24/2011,TOTL,Total Kenya,12.65,18,16,16.2,16.05,16.35,-0.3,1.87%,"3,600",-,,
10/25/2011,TOTL,Total Kenya,12.65,18,15.5,16.4,15.95,16.05,-0.1,0.63%,"6,100",-,,
10/26/2011,TOTL,Total Kenya,12.65,18,15.75,16.35,16,15.95,0.05,0.31%,"6,700",-,,
10/27/2011,TOTL,Total Kenya,12.65,18,15.95,16.3,16.1,16,0.1,0.62%,"2,400",-,,
10/28/2011,TOTL,Total Kenya,12.65,18,16,16.2,16.05,16.1,-0.05,0.31%,"13,100",-,,
10/31/2011,TOTL,Total Kenya,12.65,18,16.4,16.5,16.4,16.05,0.35,2.13%,"6,400",-,,
11/1/2011,TOTL,Total Kenya,12.65,18,16.35,16.5,16.35,16.4,-0.05,0.31%,"8,100",-,,
11/2/2011,TOTL,Total Kenya,12.65,18,16.1,16.4,16.3,16.35,-0.05,0.31%,"11,700",-,,
11/3/2011,TOTL,Total Kenya,12.65,18,16,16.4,16.1,16.3,-0.2,1.24%,"13,800",-,,
11/4/2011,TOTL,Total Kenya,12.65,18,16.35,16.35,16.35,16.1,0.25,1.53%,"2,000",-,,
11/7/2011,TOTL,Total Kenya,12.65,18,16.1,16.35,16.1,16.35,-0.25,1.55%,"9,400",-,,
11/9/2011,TOTL,Total Kenya,12.65,18,16.35,16.35,16.35,16.1,0.25,1.53%,"7,400",-,,
11/10/2011,TOTL,Total Kenya,12.65,18,16,16.4,16.15,16.35,-0.2,1.24%,"5,900",-,,
11/11/2011,TOTL,Total Kenya,12.65,18,16.2,16.35,16.25,16.15,0.1,0.62%,"8,500",-,,
11/14/2011,TOTL,Total Kenya,12.65,18,16,16.25,16.05,16.25,-0.2,1.25%,"13,200",-,,
11/15/2011,TOTL,Total Kenya,12.65,18,16,16.25,16,16.05,-0.05,0.31%,"34,200",-,,
11/16/2011,TOTL,Total Kenya,12.65,18,16,16.25,16,16,-,-,"47,600",-,,
11/17/2011,TOTL,Total Kenya,12.65,18,15.9,16,15.9,16,-0.1,0.63%,"3,000",-,,
11/18/2011,TOTL,Total Kenya,12.65,18,16,16,16,15.9,0.1,0.63%,500,-,,
11/21/2011,TOTL,Total Kenya,12.65,18,15.5,15.9,15.55,16,-0.45,2.89%,"9,400",-,,
11/22/2011,TOTL,Total Kenya,12.65,18,15.7,15.8,15.7,15.55,0.15,0.96%,"25,400",-,,
11/23/2011,TOTL,Total Kenya,12.65,18,15.8,15.8,15.8,15.7,0.1,0.63%,"7,600",-,,
11/24/2011,TOTL,Total Kenya,12.65,18,15.8,15.8,15.8,15.8,-,-,"1,500",-,,
11/25/2011,TOTL,Total Kenya,12.65,18,15.8,16,15.85,15.8,0.05,0.32%,"2,600",-,,
11/28/2011,TOTL,Total Kenya,12.65,18,15.85,16,15.95,15.85,0.1,0.63%,"5,500",-,,
11/29/2011,TOTL,Total Kenya,12.65,18,15.8,16,15.95,15.95,-,-,400,-,,
11/30/2011,TOTL,Total Kenya,12.65,18,15.8,15.8,15.8,15.95,-0.15,0.95%,"2,500",-,,
12/1/2011,TOTL,Total Kenya,12.65,18,15.5,15.75,15.6,15.8,-0.2,1.28%,"2,200",-,,
12/2/2011,TOTL,Total Kenya,12.65,18,15,15.5,15,15.6,-0.6,4.00%,"7,600",-,,
12/5/2011,TOTL,Total Kenya,12.65,18,14.5,15,14.9,15,-0.1,0.67%,"2,100",-,,
12/6/2011,TOTL,Total Kenya,12.65,18,14.8,15.5,14.85,14.9,-0.05,0.34%,"44,100",-,,
12/7/2011,TOTL,Total Kenya,12.65,18,13.7,14.85,14.5,14.85,-0.35,2.41%,"19,000",-,,
12/8/2011,TOTL,Total Kenya,12.65,18,14.7,15,14.9,14.5,0.4,2.68%,"3,700",-,,
12/9/2011,TOTL,Total Kenya,12.65,18,14.5,15,14.5,14.9,-0.4,2.76%,"8,400",-,,
12/13/2011,TOTL,Total Kenya,12.65,18,14.5,14.5,14.5,14.5,-,-,"2,700",-,,
12/14/2011,TOTL,Total Kenya,12.65,18,14.5,15,14.7,14.5,0.2,1.36%,"2,700",-,,
12/15/2011,TOTL,Total Kenya,12.65,18,14.5,14.6,14.5,14.7,-0.2,1.38%,"2,800",-,,
12/16/2011,TOTL,Total Kenya,12.65,18,14.25,14.5,14.35,14.5,-0.15,1.05%,"1,300",-,,
12/19/2011,TOTL,Total Kenya,12.65,18,14.4,14.5,14.45,14.35,0.1,0.69%,"3,700",-,,
12/20/2011,TOTL,Total Kenya,12.65,18,14.5,15,14.5,14.45,0.05,0.34%,"16,300",-,,
12/21/2011,TOTL,Total Kenya,12.65,18,14.6,15,14.6,14.5,0.1,0.68%,"1,600",-,,
12/22/2011,TOTL,Total Kenya,12.65,18,14.6,15,14.8,14.6,0.2,1.35%,200,-,,
12/23/2011,TOTL,Total Kenya,12.65,18,14.8,14.8,14.8,14.8,-,-,0,-,,
12/27/2011,TOTL,Total Kenya,12.65,18,14.4,14.5,14.45,14.8,-0.35,2.42%,"10,700",-,,
12/28/2011,TOTL,Total Kenya,12.65,18,14.45,14.5,14.45,14.45,-,-,"63,900",-,,
12/29/2011,TOTL,Total Kenya,12.65,18,14.5,15,14.9,14.45,0.45,3.02%,"2,600",-,,
12/30/2011,TOTL,Total Kenya,12.65,18,14.6,15,14.75,14.9,-0.15,1.02%,"7,700",-,,
1/2/2007,TOTL,Total Kenya,12.65,18,33,35,34.5,34.25,0.25,0.72%,800,-,,
1/3/2007,TOTL,Total Kenya,12.65,18,34.5,36,35,34.5,0.5,1.43%,"1,400",-,,
1/4/2007,TOTL,Total Kenya,12.65,18,33,36,35.75,35,0.75,2.10%,"26,900",-,,
1/5/2007,TOTL,Total Kenya,12.65,18,34,36.5,35.75,35.75,-,-,"31,000",-,,
1/8/2007,TOTL,Total Kenya,12.65,18,34,37,35.75,35.75,-,-,"36,800",-,,
1/9/2007,TOTL,Total Kenya,12.65,18,34,37,35.5,35.75,-0.25,0.70%,"75,700",-,,
1/10/2007,TOTL,Total Kenya,12.65,18,36,37.5,36.75,35.5,1.25,3.40%,"74,700",-,,
1/11/2007,TOTL,Total Kenya,12.65,18,37,39,37.25,36.75,0.5,1.34%,"86,700",-,,
1/12/2007,TOTL,Total Kenya,12.65,18,37,38.25,37,37.25,-0.25,0.68%,"73,200",-,,
1/15/2007,TOTL,Total Kenya,12.65,18,35.5,37,36.5,37,-0.5,1.37%,"66,000",-,,
1/16/2007,TOTL,Total Kenya,12.65,18,33,37,35.25,36.5,-1.25,3.55%,"74,700",-,,
1/17/2007,TOTL,Total Kenya,12.65,18,34,37,35.5,35.25,0.25,0.70%,"14,100",-,,
1/18/2007,TOTL,Total Kenya,12.65,18,35,36,35.5,35.5,-,-,"27,200",-,,
1/19/2007,TOTL,Total Kenya,12.65,18,35,36,35,35.5,-0.5,1.43%,"52,400",-,,
1/22/2007,TOTL,Total Kenya,12.65,18,35,36,35.25,35,0.25,0.71%,"71,700",-,,
1/23/2007,TOTL,Total Kenya,12.65,18,34,36,35.75,35.25,0.5,1.40%,"8,500",-,,
1/24/2007,TOTL,Total Kenya,12.65,18,34,36,35.25,35.75,-0.5,1.42%,"36,800",-,,
1/25/2007,TOTL,Total Kenya,12.65,18,35,36,35,35.25,-0.25,0.71%,"54,100",-,,
1/26/2007,TOTL,Total Kenya,12.65,18,32.75,36,34.25,35,-0.75,2.19%,"52,700",-,,
1/29/2007,TOTL,Total Kenya,12.65,18,34,35,34.75,34.25,0.5,1.44%,"21,400",-,,
1/30/2007,TOTL,Total Kenya,12.65,18,34,34.5,34,34.75,-0.75,2.21%,"34,700",-,,
1/31/2007,TOTL,Total Kenya,12.65,18,32.5,34,33,34,-1,3.03%,"25,200",-,,
2/1/2007,TOTL,Total Kenya,12.65,18,33,34,33.75,33,0.75,2.22%,"8,100",-,,
2/2/2007,TOTL,Total Kenya,12.65,18,30.75,33.75,32.75,33.75,-1,3.05%,"5,400",-,,
2/5/2007,TOTL,Total Kenya,12.65,18,32,34,33,32.75,0.25,0.76%,"26,300",-,,
2/6/2007,TOTL,Total Kenya,12.65,18,31,33,32.5,33,-0.5,1.54%,"20,700",-,,
2/7/2007,TOTL,Total Kenya,12.65,18,32,34,32.75,32.5,0.25,0.76%,"26,700",-,,
2/8/2007,TOTL,Total Kenya,12.65,18,30,33.5,32.75,32.75,-,-,"23,000",-,,
2/9/2007,TOTL,Total Kenya,12.65,18,33,34,33.5,32.75,0.75,2.24%,"29,300",-,,
2/12/2007,TOTL,Total Kenya,12.65,18,32.25,34,33.25,33.5,-0.25,0.75%,"57,200",-,,
2/13/2007,TOTL,Total Kenya,12.65,18,32,36.5,33,33.25,-0.25,0.76%,"66,900",-,,
2/14/2007,TOTL,Total Kenya,12.65,18,32.75,33,32.75,33,-0.25,0.76%,"10,400",-,,
2/15/2007,TOTL,Total Kenya,12.65,18,32.5,33,32.5,32.75,-0.25,0.77%,"5,400",-,,
2/16/2007,TOTL,Total Kenya,12.65,18,31.5,32.5,31.75,32.5,-0.75,2.36%,"3,900",-,,
2/19/2007,TOTL,Total Kenya,12.65,18,31.5,32,31.5,31.75,-0.25,0.79%,"25,600",-,,
2/20/2007,TOTL,Total Kenya,12.65,18,30,31.5,31,31.5,-0.5,1.61%,"7,200",-,,
2/21/2007,TOTL,Total Kenya,12.65,18,30,30.5,30,31,-1,3.33%,"50,700",-,,
2/22/2007,TOTL,Total Kenya,12.65,18,29,32,30,30,-,-,"119,100",-,,
2/23/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,30,-0.25,0.84%,"16,800",-,,
2/26/2007,TOTL,Total Kenya,12.65,18,29,30,29.5,29.75,-0.25,0.85%,"8,600",-,,
2/27/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,29.5,0.25,0.84%,"56,300",-,,
2/28/2007,TOTL,Total Kenya,12.65,18,29,30,29,29.75,-0.75,2.59%,"60,900",-,,
3/1/2007,TOTL,Total Kenya,12.65,18,28,30,28.75,29,-0.25,0.87%,"17,300",-,,
3/2/2007,TOTL,Total Kenya,12.65,18,29,29.5,29,28.75,0.25,0.86%,"10,200",-,,
3/5/2007,TOTL,Total Kenya,12.65,18,29.5,30,29.5,29,0.5,1.69%,"128,200",-,,
3/6/2007,TOTL,Total Kenya,12.65,18,30,33,31.75,29.5,2.25,7.09%,"4,400",-,,
3/7/2007,TOTL,Total Kenya,12.65,18,29,30,29.25,31.75,-2.5,8.55%,"218,800",-,,
3/8/2007,TOTL,Total Kenya,12.65,18,29,30,29.25,29.25,-,-,"16,700",-,,
3/9/2007,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,29.25,0.25,0.85%,"87,600",-,,
3/12/2007,TOTL,Total Kenya,12.65,18,29,30,29.25,29.5,-0.25,0.85%,"4,400",-,,
3/13/2007,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.25,0.5,1.68%,"18,200",-,,
3/14/2007,TOTL,Total Kenya,12.65,18,27,30,28.25,29.75,-1.5,5.31%,"21,900",-,,
3/15/2007,TOTL,Total Kenya,12.65,18,28,32,29.25,28.25,1,3.42%,"268,400",-,,
3/16/2007,TOTL,Total Kenya,12.65,18,28,30,28,29.25,-1.25,4.46%,"77,700",-,,
3/19/2007,TOTL,Total Kenya,12.65,18,28,30,29.25,28,1.25,4.27%,"3,900",-,,
3/20/2007,TOTL,Total Kenya,12.65,18,29.25,30,29.75,29.25,0.5,1.68%,"9,300",-,,
3/21/2007,TOTL,Total Kenya,12.65,18,29,29.5,29,29.75,-0.75,2.59%,"13,500",-,,
3/22/2007,TOTL,Total Kenya,12.65,18,27,29.5,28.25,29,-0.75,2.65%,"23,700",-,,
3/23/2007,TOTL,Total Kenya,12.65,18,28.5,30,28.75,28.25,0.5,1.74%,"12,800",-,,
3/26/2007,TOTL,Total Kenya,12.65,18,29,30,29.5,28.75,0.75,2.54%,"38,900",-,,
3/27/2007,TOTL,Total Kenya,12.65,18,30,30,30,29.5,0.5,1.67%,"61,000",-,,
3/28/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,30,-0.25,0.84%,"180,700",-,,
3/29/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,29.75,-,-,"110,100",-,,
3/30/2007,TOTL,Total Kenya,12.65,18,32,32,32,29.75,2.25,7.03%,"30,000",-,,
4/2/2007,TOTL,Total Kenya,12.65,18,32,33.5,32.5,32,0.5,1.54%,"31,200",-,,
4/3/2007,TOTL,Total Kenya,12.65,18,30,33,32.5,32.5,-,-,"34,400",-,,
4/4/2007,TOTL,Total Kenya,12.65,18,32.5,33,32.75,32.5,0.25,0.76%,"9,900",-,,
4/5/2007,TOTL,Total Kenya,12.65,18,32,33,32.75,32.75,-,-,"6,700",-,,
4/10/2007,TOTL,Total Kenya,12.65,18,32,33,32.75,32.75,-,-,"11,500",-,,
4/11/2007,TOTL,Total Kenya,12.65,18,32,33,32.75,32.75,-,-,"19,400",-,,
4/12/2007,TOTL,Total Kenya,12.65,18,31,33.75,32.25,32.75,-0.5,1.55%,"25,300",-,,
4/13/2007,TOTL,Total Kenya,12.65,18,33,33.75,33,32.25,0.75,2.27%,"82,600",-,,
4/16/2007,TOTL,Total Kenya,12.65,18,30,32,31.75,33,-1.25,3.94%,"16,600",-,,
4/17/2007,TOTL,Total Kenya,12.65,18,32,32,32,31.75,0.25,0.78%,"30,200",-,,
4/18/2007,TOTL,Total Kenya,12.65,18,31,32,31.5,32,-0.5,1.59%,"15,000",-,,
4/19/2007,TOTL,Total Kenya,12.65,18,30,31,30.75,31.5,-0.75,2.44%,"14,000",-,,
4/20/2007,TOTL,Total Kenya,12.65,18,31,33,31.5,30.75,0.75,2.38%,"29,100",-,,
4/23/2007,TOTL,Total Kenya,12.65,18,30,33,31,31.5,-0.5,1.61%,"9,900",-,,
4/24/2007,TOTL,Total Kenya,12.65,18,30.25,33.25,32.75,31,1.75,5.34%,"22,300",-,,
4/25/2007,TOTL,Total Kenya,12.65,18,30,33.5,32.5,32.75,-0.25,0.77%,"36,400",-,,
4/26/2007,TOTL,Total Kenya,12.65,18,31.5,34,33,32.5,0.5,1.52%,"70,400",-,,
4/27/2007,TOTL,Total Kenya,12.65,18,31.25,33.25,32.75,33,-0.25,0.76%,"9,800",-,,
4/30/2007,TOTL,Total Kenya,12.65,18,31,34,33.5,32.75,0.75,2.24%,"10,000",-,,
5/2/2007,TOTL,Total Kenya,12.65,18,31.25,33.5,31.5,33.5,-2,6.35%,"6,500",-,,
5/3/2007,TOTL,Total Kenya,12.65,18,31.5,33,32,31.5,0.5,1.56%,"44,800",-,,
5/4/2007,TOTL,Total Kenya,12.65,18,29,33,30.25,32,-1.75,5.79%,"58,400",-,,
5/7/2007,TOTL,Total Kenya,12.65,18,31,32,31.75,30.25,1.5,4.72%,"76,200",-,,
5/8/2007,TOTL,Total Kenya,12.65,18,31.5,33,31.75,31.75,-,-,"12,700",-,,
5/9/2007,TOTL,Total Kenya,12.65,18,31,33,32.75,31.75,1,3.05%,"265,200",-,,
5/10/2007,TOTL,Total Kenya,12.65,18,32.25,33,32.75,32.75,-,-,"6,200",-,,
5/11/2007,TOTL,Total Kenya,12.65,18,31,32.75,32.25,32.75,-0.5,1.55%,"84,200",-,,
5/14/2007,TOTL,Total Kenya,12.65,18,31.5,34,32.5,32.25,0.25,0.77%,"10,000",-,,
5/15/2007,TOTL,Total Kenya,12.65,18,32.25,35,33.5,32.5,1,2.99%,"16,800",-,,
5/16/2007,TOTL,Total Kenya,12.65,18,33,34,33,33.5,-0.5,1.52%,"99,200",-,,
5/17/2007,TOTL,Total Kenya,12.65,18,32,34,32.5,33,-0.5,1.54%,"56,600",-,,
5/18/2007,TOTL,Total Kenya,12.65,18,32.25,33,32.75,32.5,0.25,0.76%,"32,600",-,,
5/21/2007,TOTL,Total Kenya,12.65,18,32,33.75,32,32.75,-0.75,2.34%,"67,700",-,,
5/22/2007,TOTL,Total Kenya,12.65,18,32,33,32,32,-,-,"54,100",-,,
5/23/2007,TOTL,Total Kenya,12.65,18,30.5,33,31.75,32,-0.25,0.79%,"6,300",-,,
5/24/2007,TOTL,Total Kenya,12.65,18,32,32.5,32.25,31.75,0.5,1.55%,"74,000",-,,
5/25/2007,TOTL,Total Kenya,12.65,18,32.5,34,33.75,32.25,1.5,4.44%,"39,500",-,,
5/28/2007,TOTL,Total Kenya,12.65,18,34,36,34,33.75,0.25,0.74%,"181,300",-,,
5/29/2007,TOTL,Total Kenya,12.65,18,33,35,34,34,-,-,"44,500",-,,
5/30/2007,TOTL,Total Kenya,12.65,18,31,32,31,34,-3,9.68%,"11,700",-,,
5/31/2007,TOTL,Total Kenya,12.65,18,29,32,30,31,-1,3.33%,"80,500",-,,
6/4/2007,TOTL,Total Kenya,12.65,18,29.5,32.25,31.5,30,1.5,4.76%,"22,300",-,,
6/5/2007,TOTL,Total Kenya,12.65,18,29.5,33,32.5,31.5,1,3.08%,"31,600",-,,
6/6/2007,TOTL,Total Kenya,12.65,18,30,30,30,32.5,-2.5,8.33%,"5,500",-,,
6/7/2007,TOTL,Total Kenya,12.65,18,29,30,29.5,30,-0.5,1.69%,"7,400",-,,
6/8/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,29.5,0.25,0.84%,"106,100",-,,
6/11/2007,TOTL,Total Kenya,12.65,18,29.25,29.75,29.25,29.75,-0.5,1.71%,"6,600",-,,
6/12/2007,TOTL,Total Kenya,12.65,18,29.5,30,29.5,29.25,0.25,0.85%,"47,100",-,,
6/13/2007,TOTL,Total Kenya,12.65,18,29.5,31,29.75,29.5,0.25,0.84%,"59,900",-,,
6/14/2007,TOTL,Total Kenya,12.65,18,29,31,30,29.75,0.25,0.83%,"63,000",-,,
6/15/2007,TOTL,Total Kenya,12.65,18,30,31,30.5,30,0.5,1.64%,"12,100",-,,
6/18/2007,TOTL,Total Kenya,12.65,18,28,32,30,30.5,-0.5,1.67%,"18,600",-,,
6/19/2007,TOTL,Total Kenya,12.65,18,29.25,31.75,29.75,30,-0.25,0.84%,"42,700",-,,
6/20/2007,TOTL,Total Kenya,12.65,18,30,31,30,29.75,0.25,0.83%,"31,100",-,,
6/21/2007,TOTL,Total Kenya,12.65,18,30,31.5,30,30,-,-,"38,800",-,,
6/22/2007,TOTL,Total Kenya,12.65,18,29,33,30.5,30,0.5,1.64%,"69,800",-,,
6/25/2007,TOTL,Total Kenya,12.65,18,29,32,30.75,30.5,0.25,0.81%,"43,900",-,,
6/26/2007,TOTL,Total Kenya,12.65,18,30,31,30,30.75,-0.75,2.50%,"53,900",-,,
6/27/2007,TOTL,Total Kenya,12.65,18,27,30,28,30,-2,7.14%,"86,300",-,,
6/28/2007,TOTL,Total Kenya,12.65,18,29.75,30,29.75,28,1.75,5.88%,"48,900",-,,
6/29/2007,TOTL,Total Kenya,12.65,18,29.25,30,29.5,29.75,-0.25,0.85%,"14,700",-,,
7/2/2007,TOTL,Total Kenya,12.65,18,29,31,29,29.5,-0.5,1.72%,"74,000",-,,
7/3/2007,TOTL,Total Kenya,12.65,18,28.25,30,28.75,29,-0.25,0.87%,"48,600",-,,
7/4/2007,TOTL,Total Kenya,12.65,18,30,30,30,28.75,1.25,4.17%,"4,000",-,,
7/5/2007,TOTL,Total Kenya,12.65,18,28,30,29.5,30,-0.5,1.69%,"34,100",-,,
7/6/2007,TOTL,Total Kenya,12.65,18,29,30,29.25,29.5,-0.25,0.85%,"35,500",-,,
7/9/2007,TOTL,Total Kenya,12.65,18,29.25,30,29.75,29.25,0.5,1.68%,"4,100",-,,
7/10/2007,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.75,-,-,"9,100",-,,
7/11/2007,TOTL,Total Kenya,12.65,18,29,29.5,29.25,29.75,-0.5,1.71%,"36,300",-,,
